Platos
Arroz con tomate
Garbanzos con espinacas
Espaguetis con tomate
Pizza vegetal sin queso
Croquetas veganas
Albóndigas vegetales
Hamburguesa vegetal
Lentejas con arroz
Panini de verduras
Buñuelos de verdura
Olleta de verduras
